date,value,up&down,10,20,30,60
2019-05-06,0.9283,-7.69,,,,
2019-05-07,0.9523,2.59,,,,
2019-05-08,0.9525,0.02,,,,
2019-05-09,0.9182,-3.6,,,,
2019-05-10,0.9663,5.24,,,,
2019-05-13,0.9739,0.79,,,,
2019-05-14,0.9643,-0.99,,,,
2019-05-15,1.019,5.67,,,,
2019-05-16,1.033,1.37,,,,
2019-05-17,1.0027,-2.93,0.97105,,,
2019-05-20,0.9783,-2.43,0.97605,,,
2019-05-21,0.9896,1.16,0.97978,,,
2019-05-22,0.9797,-1.0,0.9825,,,
2019-05-23,0.9462,-3.42,0.9853,,,
2019-05-24,0.9584,1.29,0.98451,,,
2019-05-27,0.9647,0.66,0.98359,,,
2019-05-28,0.9723,0.79,0.98439,,,
2019-05-29,0.9769,0.47,0.98018,,,
2019-05-30,0.9709,-0.61,0.97397,,,
2019-05-31,0.9582,-1.31,0.96952,0.970285,,
2019-06-03,0.9502,-0.83,0.96671,0.97138,,
2019-06-04,0.926,-2.55,0.96035,0.970065,,
2019-06-05,0.9256,-0.04,0.95494,0.96872,,
2019-06-06,0.9148,-1.17,0.9518,0.96855,,
2019-06-10,0.932,1.88,0.94916,0.966835,,
2019-06-11,0.9804,5.19,0.95073,0.96716,,
2019-06-12,0.9696,-1.1,0.95046,0.967425,,
2019-06-13,0.9658,-0.39,0.94935,0.964765,,
